n_qubits,sample_idx,gradient_value
2,0,-0.4088418781757355
2,1,0.674096405506134
2,2,-0.3967912793159485
2,3,0.7336549758911133
2,4,-0.7634784579277039
2,5,-0.4099576473236084
2,6,0.11414004862308502
2,7,0.8918261528015137
2,8,-0.030847985297441483
2,9,0.9212981462478638
2,10,0.8745856881141663
2,11,-0.05765433609485626
2,12,0.0716630294919014
2,13,-0.3362215757369995
2,14,-0.042967572808265686
2,15,-0.5058497190475464
2,16,-0.5875624418258667
2,17,-0.5881534814834595
2,18,-0.8969692587852478
2,19,-0.42510390281677246
2,20,0.6203967928886414
2,21,0.6753617525100708
2,22,0.052281253039836884
2,23,-0.10221453756093979
2,24,-0.8152623772621155
2,25,-0.019744060933589935
2,26,0.04277686029672623
2,27,0.44373250007629395
2,28,0.7779183387756348
2,29,-0.42900559306144714
2,30,-0.9728870987892151
2,31,-0.5661826729774475
2,32,0.1354261189699173
2,33,-0.5351431369781494
2,34,0.9648264050483704
2,35,0.051355332136154175
2,36,0.23697929084300995
2,37,-0.6589820384979248
2,38,0.7684856653213501
2,39,0.9399617314338684
2,40,0.1327521800994873
2,41,0.8757540583610535
2,42,0.3648044466972351
2,43,-0.6521873474121094
2,44,-0.7685621380805969
2,45,-0.07756805419921875
2,46,-0.028963033109903336
2,47,0.5054824352264404
2,48,-0.6503070592880249
2,49,0.4381001591682434
2,50,-0.9565282464027405
2,51,-0.0035564377903938293
2,52,0.45827290415763855
2,53,-0.384438157081604
2,54,0.6291899681091309
2,55,0.29696953296661377
2,56,-0.685043454170227
2,57,0.1578635573387146
2,58,0.2964106500148773
2,59,-0.9471846222877502
2,60,0.5769497752189636
2,61,0.018113642930984497
2,62,0.28924310207366943
2,63,-0.17363174259662628
2,64,-0.6671767234802246
2,65,-0.32628753781318665
2,66,-0.4946339726448059
2,67,-0.5241223573684692
2,68,0.4087463617324829
2,69,0.11244356632232666
2,70,0.2504931688308716
2,71,0.005661964416503906
2,72,-0.13285011053085327
2,73,0.05304498225450516
2,74,0.014720380306243896
2,75,-0.26165667176246643
2,76,-0.3919687569141388
2,77,-0.6518272757530212
2,78,0.21692335605621338
2,79,-0.763145923614502
2,80,0.42682015895843506
2,81,0.0720686987042427
2,82,0.2756250202655792
2,83,0.4866654872894287
2,84,0.28562507033348083
2,85,-0.8926378488540649
2,86,-0.18330177664756775
2,87,-0.7957178950309753
2,88,-0.3806042969226837
2,89,-0.24882766604423523
2,90,0.2849707007408142
2,91,-0.8813644051551819
2,92,-0.08155293762683868
2,93,-0.2126310169696808
2,94,-0.4930279552936554
2,95,-0.22864732146263123
2,96,-0.3989408016204834
2,97,0.3020712435245514
2,98,0.3927929699420929
2,99,-0.19263222813606262
2,100,-0.48782896995544434
2,101,0.924220085144043
2,102,-0.5228886008262634
2,103,-0.8394269347190857
2,104,0.3505261540412903
2,105,-0.4991677403450012
2,106,-0.14633730053901672
2,107,-0.15673385560512543
2,108,-0.40749800205230713
2,109,-0.4707757532596588
2,110,-0.1771642416715622
2,111,-0.7361764907836914
2,112,-0.14676125347614288
2,113,0.720845103263855
2,114,0.7900705933570862
2,115,-0.7979927062988281
2,116,-0.7996306419372559
2,117,0.8441768288612366
2,118,0.4303218126296997
2,119,0.2317250370979309
2,120,-0.5968702435493469
2,121,0.28819286823272705
2,122,0.2389797866344452
2,123,-0.014180250465869904
2,124,-0.358605295419693
2,125,-0.26992306113243103
2,126,0.9252035617828369
2,127,0.27037274837493896
2,128,0.8458378314971924
2,129,-0.579387903213501
2,130,0.3250279128551483
2,131,-0.17459794878959656
2,132,0.30679115653038025
2,133,-0.18663793802261353
2,134,-0.6756274700164795
2,135,0.19153514504432678
2,136,-0.4315357506275177
2,137,0.6497205495834351
2,138,0.2645745277404785
2,139,-0.9653443098068237
2,140,-0.7558071613311768
2,141,0.6066625714302063
2,142,0.0073243677616119385
2,143,-0.19802823662757874
2,144,0.3678756058216095
2,145,-0.2923917770385742
2,146,-0.1585739254951477
2,147,0.5018739104270935
2,148,-0.030714120715856552
2,149,0.050112828612327576
2,150,0.45624056458473206
2,151,-0.7993710041046143
2,152,0.03315192461013794
2,153,0.42229408025741577
2,154,0.6806752681732178
2,155,0.16980481147766113
2,156,-0.374565064907074
2,157,0.21917292475700378
2,158,0.4244038164615631
2,159,-0.8825873136520386
2,160,-0.7002087235450745
2,161,-0.4678710103034973
2,162,0.14602844417095184
2,163,-0.6363032460212708
2,164,0.7941309809684753
2,165,0.433615505695343
2,166,0.9288821220397949
2,167,-0.4873163104057312
2,168,0.8756654858589172
2,169,-0.7638266682624817
2,170,0.4228782057762146
2,171,-0.04260796308517456
2,172,0.32308363914489746
2,173,0.6166353225708008
2,174,0.4549413025379181
2,175,-0.05464504286646843
2,176,0.7648328542709351
2,177,0.7579572796821594
2,178,-0.3550308048725128
2,179,0.15119026601314545
2,180,-0.6157388091087341
2,181,-0.5115076303482056
2,182,-0.07755985856056213
2,183,0.5375831127166748
2,184,0.7034277319908142
2,185,0.5773510932922363
2,186,0.5154737234115601
2,187,0.7893075942993164
2,188,-0.16681618988513947
2,189,-0.09142328798770905
2,190,-0.041808173060417175
2,191,-0.6694844961166382
2,192,0.7764309644699097
2,193,-0.11447069048881531
2,194,-0.9614688158035278
2,195,0.23644500970840454
2,196,-0.8594847321510315
2,197,0.9968881607055664
2,198,0.7381563782691956
2,199,-0.6455682516098022
2,200,0.7539142966270447
2,201,-0.5677819848060608
2,202,0.5616883039474487
2,203,-0.8795639872550964
2,204,0.9231746196746826
2,205,0.7636218667030334
2,206,-0.6796349287033081
2,207,-0.11883889138698578
2,208,0.16546502709388733
2,209,-0.38323724269866943
2,210,-0.07758092880249023
2,211,-0.9167858362197876
2,212,-0.9643423557281494
2,213,0.6746786832809448
2,214,-0.6269672513008118
2,215,-0.48546090722084045
2,216,0.5065743923187256
2,217,-0.4603379964828491
2,218,-0.004848897457122803
2,219,0.12489347159862518
2,220,-0.21366718411445618
2,221,-0.4719616770744324
2,222,0.1883259117603302
2,223,0.15449735522270203
2,224,-0.7870782017707825
2,225,-0.12508337199687958
2,226,0.9168758988380432
2,227,-0.5885114669799805
2,228,0.2658435106277466
2,229,0.9500895738601685
2,230,-0.1946048140525818
2,231,-0.48653513193130493
2,232,0.07610787451267242
2,233,0.2959515154361725
2,234,-0.4489561915397644
2,235,0.7050361037254333
2,236,-0.3449550271034241
2,237,0.04005108401179314
2,238,-0.015174838714301586
2,239,-0.5101940631866455
2,240,-0.16019830107688904
2,241,0.16094423830509186
2,242,-0.27775442600250244
2,243,-0.019513815641403198
2,244,0.5922266244888306
2,245,0.6151896119117737
2,246,-0.2967810332775116
2,247,-0.21821297705173492
2,248,0.5997270941734314
2,249,-0.7236078977584839
2,250,-0.02898220717906952
2,251,-0.9135069847106934
2,252,-0.6449180841445923
2,253,-0.5669975280761719
2,254,-0.6994414925575256
2,255,-0.5455287098884583
2,256,-0.24711373448371887
2,257,-0.5503182411193848
2,258,0.2632424235343933
2,259,0.3098676800727844
2,260,0.750400185585022
2,261,-0.35447418689727783
2,262,0.6291012167930603
2,263,0.7863783240318298
2,264,-0.8329931497573853
2,265,0.7845253348350525
2,266,-0.282504141330719
2,267,0.6055188179016113
2,268,0.19304293394088745
2,269,0.4444504976272583
2,270,-0.028156861662864685
2,271,0.7736138105392456
2,272,0.1215323805809021
2,273,0.9105004668235779
2,274,-0.6563704013824463
2,275,0.15581047534942627
2,276,-0.7803041338920593
2,277,0.07250264286994934
2,278,0.6241034865379333
2,279,0.7987186908721924
2,280,0.8506074547767639
2,281,0.05026182532310486
2,282,0.438315212726593
2,283,0.8980796933174133
2,284,-0.4393810033798218
2,285,-0.337666392326355
2,286,-0.49180933833122253
2,287,-0.6694644093513489
2,288,0.888468325138092
2,289,-0.5097808241844177
2,290,-0.4663875997066498
2,291,-0.38476479053497314
2,292,0.6357936263084412
2,293,0.6391260623931885
2,294,-0.37099963426589966
2,295,0.38861024379730225
2,296,0.4597868323326111
2,297,-0.5377746224403381
2,298,-0.9128808975219727
2,299,-0.28493836522102356
4,0,0.15302471816539764
4,1,-0.046204544603824615
4,2,-0.11629331111907959
4,3,0.24901503324508667
4,4,0.3280375301837921
4,5,0.22183778882026672
4,6,-0.1411377638578415
4,7,0.22019131481647491
4,8,0.08993448317050934
4,9,0.15636563301086426
4,10,0.18066053092479706
4,11,-0.5669634938240051
4,12,-0.000771641731262207
4,13,0.09696676582098007
4,14,-0.3776211142539978
4,15,0.11537432670593262
4,16,0.4624897837638855
4,17,0.11687929928302765
4,18,-0.22735390067100525
4,19,0.008018894121050835
4,20,0.005939465016126633
4,21,-0.13322950899600983
4,22,-0.05197058990597725
4,23,0.20300301909446716
4,24,0.13569901883602142
4,25,0.001575397327542305
4,26,-0.0018857643008232117
4,27,-0.039517179131507874
4,28,0.23430374264717102
4,29,-0.06889686733484268
4,30,0.03107905015349388
4,31,-0.08181459456682205
4,32,0.24755194783210754
4,33,-0.04355989769101143
4,34,0.3195358216762543
4,35,0.4018435478210449
4,36,-0.24052207171916962
4,37,0.08396841585636139
4,38,0.19408808648586273
4,39,-0.15051285922527313
4,40,-0.0011041536927223206
4,41,-0.07670862972736359
4,42,0.46474403142929077
4,43,0.1885179579257965
4,44,-0.32701659202575684
4,45,0.3508506119251251
4,46,-0.1504596620798111
4,47,-0.008301220834255219
4,48,-0.02596944198012352
4,49,-0.04824664071202278
4,50,0.005316153168678284
4,51,-0.4758618175983429
4,52,0.22660008072853088
4,53,0.07613970339298248
4,54,0.20675930380821228
4,55,-0.3045978546142578
4,56,0.07780773192644119
4,57,-0.11674714088439941
4,58,0.39155763387680054
4,59,-0.5667388439178467
4,60,0.418448269367218
4,61,0.05695676803588867
4,62,-0.020383596420288086
4,63,-0.25398796796798706
4,64,-0.2863260507583618
4,65,-0.032392870634794235
4,66,0.0735921636223793
4,67,-0.5250635743141174
4,68,0.085389144718647
4,69,-0.7814544439315796
4,70,0.06032402813434601
4,71,-0.02712855115532875
4,72,0.08268169313669205
4,73,0.41638439893722534
4,74,-0.043076857924461365
4,75,0.04831085354089737
4,76,-0.07762956619262695
4,77,0.1746947020292282
4,78,0.5760119557380676
4,79,-0.19044829905033112
4,80,-0.17493996024131775
4,81,0.43766969442367554
4,82,0.1240602359175682
4,83,-0.017789343371987343
4,84,-0.02580234780907631
4,85,-0.01231926679611206
4,86,0.09350655227899551
4,87,0.15439468622207642
4,88,0.10180141776800156
4,89,0.062214795500040054
4,90,-0.03746318444609642
4,91,0.047600168734788895
4,92,-0.23398995399475098
4,93,0.33846551179885864
4,94,-0.0704357773065567
4,95,-0.20160342752933502
4,96,0.012973837554454803
4,97,-0.3407309055328369
4,98,0.3123724162578583
4,99,0.18570592999458313
4,100,0.04475674033164978
4,101,0.10681415349245071
4,102,-0.019808903336524963
4,103,0.054657965898513794
4,104,-0.17212316393852234
4,105,-0.14951284229755402
4,106,-0.1093239039182663
4,107,0.17373383045196533
4,108,0.09739822894334793
4,109,0.4226112961769104
4,110,-0.22499874234199524
4,111,-0.24878276884555817
4,112,-0.10808874666690826
4,113,0.014609862118959427
4,114,0.23436151444911957
4,115,0.011691097170114517
4,116,0.12052026391029358
4,117,0.20878395438194275
4,118,0.09747239947319031
4,119,0.09259926527738571
4,120,-0.057821664959192276
4,121,-0.09134086966514587
4,122,-0.06798314303159714
4,123,-0.2953328490257263
4,124,0.05416955053806305
4,125,-0.0703258216381073
4,126,0.07549463212490082
4,127,-0.007101124152541161
4,128,0.23022396862506866
4,129,-0.06567849963903427
4,130,0.09118610620498657
4,131,0.10328055918216705
4,132,-0.1838325560092926
4,133,-0.050227537751197815
4,134,-0.0010223686695098877
4,135,-0.04723821580410004
4,136,-0.09901145100593567
4,137,0.1496838629245758
4,138,-0.5408444404602051
4,139,0.21635980904102325
4,140,-0.11949114501476288
4,141,-0.25551316142082214
4,142,-0.15327733755111694
4,143,0.013479992747306824
4,144,0.006043115630745888
4,145,-0.02555149793624878
4,146,0.3704867362976074
4,147,0.08167561888694763
4,148,-0.15106013417243958
4,149,0.03868059441447258
4,150,0.0012702792882919312
4,151,-0.14384785294532776
4,152,-0.06916584074497223
4,153,0.07769015431404114
4,154,0.09835629165172577
4,155,0.21335618197917938
4,156,0.37729254364967346
4,157,-0.2717982530593872
4,158,-0.023449357599020004
4,159,0.001912980806082487
4,160,0.24813741445541382
4,161,0.048600971698760986
4,162,0.15923647582530975
4,163,-0.21953420341014862
4,164,0.6037087440490723
4,165,0.04188928008079529
4,166,0.41890037059783936
4,167,0.0988113284111023
4,168,-0.14324796199798584
4,169,0.32199370861053467
4,170,0.1276351660490036
4,171,0.03571663051843643
4,172,0.012994721531867981
4,173,-0.08771499991416931
4,174,-0.06420737504959106
4,175,-0.35318461060523987
4,176,0.14130902290344238
4,177,-0.2818514108657837
4,178,-0.09734906256198883
4,179,0.21206603944301605
4,180,-0.03230280429124832
4,181,-0.0038144364953041077
4,182,0.29056453704833984
4,183,-0.13138337433338165
4,184,-0.1305636465549469
4,185,0.4649929106235504
4,186,0.22480125725269318
4,187,-0.7152144312858582
4,188,-0.11061575263738632
4,189,-0.09498670697212219
4,190,0.07060509920120239
4,191,0.31001415848731995
4,192,0.4076942503452301
4,193,0.03218156844377518
4,194,-0.12905675172805786
4,195,0.47401073575019836
4,196,0.13591939210891724
4,197,0.24042262136936188
4,198,-0.41521531343460083
4,199,0.03162066638469696
4,200,0.016819218173623085
